,title,link
1789,"Hudson, W. H. (William Henry)",/browse/authors/h#a484
1790,"Lucas, E. V. (Edward Verrall)",/browse/authors/l#a818
1791,"Holbach, Paul Henri Thiry, baron d'",/browse/authors/h#a2420
1792,"Playfair, Nigel",/browse/authors/p#a50306
1793,"Sharp, R. Farquharson (Robert Farquharson)",/browse/authors/s#a862
1794,"Brackett, Leigh",/browse/authors/b#a25398
1795,"Steel, Flora Annie Webster",/browse/authors/s#a1973
1796,"Rainey, W. (William)",/browse/authors/r#a9704
1797,"Selver, Paul",/browse/authors/s#a50307
1798,"Barry, Etheldred B. (Etheldred Breeze)",/browse/authors/b#a6348
1799,"Gaughan, Jack",/browse/authors/g#a35615
1800,"Chapman, Allen",/browse/authors/c#a2575
1801,"Masters, Edgar Lee",/browse/authors/m#a584
1802,"De Presno, Odd",/browse/authors/d#a58
1803,"Sinclair, May",/browse/authors/s#a3004
1804,"Grant, Ulysses S. (Ulysses Simpson)",/browse/authors/g#a527
1805,"Hughes, Thomas",/browse/authors/h#a645
1806,"Calderón de la Barca, Pedro",/browse/authors/c#a970
1807,"McGuffey, William Holmes",/browse/authors/m#a5671
1808,"Mayhew, A. L. (Anthony Lawson)",/browse/authors/m#a4591
1809,"Housman, A. E. (Alfred Edward)",/browse/authors/h#a1852
1810,"Spillan, D. (Daniel)",/browse/authors/s#a37622
1811,"Sayers, Dorothy L. (Dorothy Leigh)",/browse/authors/s#a45867
1812,"Koteliansky, S. S. (Samuel Solomonovitch)",/browse/authors/k#a4566
1813,"Bangs, John Kendrick",/browse/authors/b#a979
1814,"Poole, Edward Stanley",/browse/authors/p#a36869
1815,"Rohmer, Sax",/browse/authors/r#a110
1816,"Lucian, of Samosata",/browse/authors/l#a1997
1817,"McGuinn, Roger",/browse/authors/m#a3482
1818,"Sidney, Margaret",/browse/authors/s#a307
1819,"Byington, Steven T. (Steven Tracy)",/browse/authors/b#a37097
1820,"Harland, Marion",/browse/authors/h#a1818
1821,"Child, Richard Washburn",/browse/authors/c#a26505
1822,"Wade, Mary Hazelton Blanchard",/browse/authors/w#a5065
1823,"Wirt, Mildred A. (Mildred Augustine)",/browse/authors/w#a37000
1824,"Allen, James",/browse/authors/a#a1483
1825,Omar Khayyam,/browse/authors/o#a1787
1826,"Wood, Wallace",/browse/authors/w#a32276
1827,"Markham, Clements R. (Clements Robert), Sir",/browse/authors/m#a2962
1828,"Smiles, Samuel",/browse/authors/s#a224
1829,"Morey, Leo",/browse/authors/m#a32299
1830,"Rangelovska, Lidija",/browse/authors/r#a24903
1831,"Palacio Valdés, Armando",/browse/authors/p#a4015
1832,"Burney, Fanny",/browse/authors/b#a2010
1833,"Trent, William P. (William Peterfield)",/browse/authors/t#a40476
1834,"De la Mare, Walter",/browse/authors/d#a1108
1835,"Aranda y Sanjuan, Manuel",/browse/authors/a#a43656
1836,"Darío, Rubén",/browse/authors/d#a31590
1837,"Bailey, Arthur Scott",/browse/authors/b#a1842
1838,"Hegel, Georg Wilhelm Friedrich",/browse/authors/h#a2161
1839,"Leslie, Madeline",/browse/authors/l#a31136
1840,"Smith, Francis Hopkinson",/browse/authors/s#a444
1841,"Cummings, Ray",/browse/authors/c#a8443
1842,"Claretie, Jules",/browse/authors/c#a1338
1843,"Chateaubriand, François-René, vicomte de",/browse/authors/c#a7255
1844,"Cole, G. D. H. (George Douglas Howard)",/browse/authors/c#a43277
1845,"Fuqua, Robert",/browse/authors/f#a34611
1846,"Yule, Henry, Sir",/browse/authors/y#a5823
1847,"Sheckley, Robert",/browse/authors/s#a2960
1848,"Wilder, Marshall P. (Marshall Pinckney)",/browse/authors/w#a8044
1849,"Coppée, François",/browse/authors/c#a1345
1850,"Southworth, Emma Dorothy Eliza Nevitte",/browse/authors/s#a1307
1851,"Wood, Stanley L.",/browse/authors/w#a4541
1852,"Mariano, Patricio",/browse/authors/m#a4994
1853,"Smith, Nora Archibald",/browse/authors/s#a8693
1854,"Polo, Marco",/browse/authors/p#a3613
1855,"Craik, Dinah Maria Mulock",/browse/authors/c#a264
1856,"Abbott, John S. C. (John Stevens Cabot)",/browse/authors/a#a1298
1857,"Warrack, G. (Grace Harriet)",/browse/authors/w#a47134
1858,"Shoghi, Effendi",/browse/authors/s#a8574
1859,"Benson, Arthur Christopher",/browse/authors/b#a1486
1860,"Frost, A. B. (Arthur Burdett)",/browse/authors/f#a24799
1861,"Julian, of Norwich",/browse/authors/j#a47157
1862,"Fontenay, Charles L.",/browse/authors/f#a9500
1863,"Boswell, James",/browse/authors/b#a659
1864,"Brontë, Anne",/browse/authors/b#a404
1865,"Sheppard, W. Crispin (William Crispin)",/browse/authors/s#a42146
1866,"Moore, Thomas",/browse/authors/m#a2185
1867,"Bower, B. M.",/browse/authors/b#a275
1868,"Stacpoole, H. De Vere (Henry De Vere)",/browse/authors/s#a219
1869,"Wallace, Grace, Lady",/browse/authors/w#a1760
1870,"Park, Robert Ezra",/browse/authors/p#a33365
1871,"O'Brien, Edward J. (Edward Joseph)",/browse/authors/o#a3022
1872,"Matthews, Stanley R.",/browse/authors/m#a43601
1873,"Long, Frank Belknap",/browse/authors/l#a25911
1874,"Macphail, Andrew",/browse/authors/m#a195
1875,"Hauff, Wilhelm",/browse/authors/h#a2125
1876,"Sewell, Anna",/browse/authors/s#a154
1877,"Lamartine, Alphonse de",/browse/authors/l#a4781
1878,"Curwood, James Oliver",/browse/authors/c#a1487
1879,"Lamb, Mary",/browse/authors/l#a294
1880,"Doolin, Joseph",/browse/authors/d#a51844
1881,"Luo, Guanzhong",/browse/authors/l#a1511
1882,"Nourse, Alan Edward",/browse/authors/n#a25579
1883,"Altsheler, Joseph A. (Joseph Alexander)",/browse/authors/a#a2561
1884,"Gibson, Charles Dana",/browse/authors/g#a26456
1885,"Bird, Isabella L. (Isabella Lucy)",/browse/authors/b#a393
1886,"Copeland, Charles",/browse/authors/c#a3033
1887,"Pardo Bazán, Emilia, condesa de",/browse/authors/p#a6152
1888,"Gay, John",/browse/authors/g#a905
1889,"Richardson, James D. (James Daniel)",/browse/authors/r#a3697
1890,"Newman, John Henry",/browse/authors/n#a8264
1891,"Christy, Howard Chandler",/browse/authors/c#a4540
1892,"Hoffmann, E. T. A. (Ernst Theodor Amadeus)",/browse/authors/h#a2008
1893,"Huxley, Aldous",/browse/authors/h#a780
1894,"Hoover, Thomas",/browse/authors/h#a36955
1895,"Jung, C. G. (Carl Gustav)",/browse/authors/j#a44679
1896,"Kock, Paul de",/browse/authors/k#a34988
1897,"D'Annunzio, Gabriele",/browse/authors/d#a9030
1898,"Artsybashev, M. (Mikhail)",/browse/authors/a#a2955
1899,"Della Chiesa, Carol",/browse/authors/d#a6146
1900,"Wyss, Johann David",/browse/authors/w#a1327
1901,"Ward, Grady",/browse/authors/w#a1132
1902,"Steiner, Rudolf",/browse/authors/s#a26537
1903,"Dawson, Coningsby",/browse/authors/d#a2497
1904,"Abelard, Peter",/browse/authors/a#a5441
1905,"Davis, J. Watson",/browse/authors/d#a32768
1906,"Gregory, Lady",/browse/authors/g#a4092
1907,Saki,/browse/authors/s#a152
1908,"Cordier, Henri",/browse/authors/c#a5822
1909,Ouida,/browse/authors/o#a1204
1910,"Barr, Amelia E.",/browse/authors/b#a2199
1911,"Charton, Édouard",/browse/authors/c#a25419
1912,"Rusticiano, da Pisa",/browse/authors/r#a6046
1913,"Sayce, A. H. (Archibald Henry)",/browse/authors/s#a4759
1914,"Gaboriau, Emile",/browse/authors/g#a172
1915,"Goodwin, Harold L. (Harold Leland)",/browse/authors/g#a7833
1916,Horace,/browse/authors/h#a1790
1917,"Verhaeren, Emile",/browse/authors/v#a3287
1918,"Yeto, Genjiro",/browse/authors/y#a38503
1919,"Keller, Helen",/browse/authors/k#a895
1920,"Thomas, à Kempis",/browse/authors/t#a682
1921,"Tyndall, John",/browse/authors/t#a561
1922,"Hough, Emerson",/browse/authors/h#a1094
1923,"Talvio, Maila",/browse/authors/t#a39128
1924,"Blanchard, Amy Ella",/browse/authors/b#a8406
1925,"Baker, George M. (George Melville)",/browse/authors/b#a44486
1926,"Curtis, George William",/browse/authors/c#a2048
1927,"Abbott, Edwin Abbott",/browse/authors/a#a64
1928,"Mathews, Joanna H. (Joanna Hooe)",/browse/authors/m#a2089
1929,"Patmore, Coventry",/browse/authors/p#a1354
1930,"Post, Emily",/browse/authors/p#a5466
1931,"Klickmann, Flora",/browse/authors/k#a8014
1932,"Leslie, Eliza",/browse/authors/l#a2148
1933,"Tozer, A. W. (Aiden Wilson)",/browse/authors/t#a31096
1934,"Service, Robert W. (Robert William)",/browse/authors/s#a117
1935,"Ewing, Juliana Horatia",/browse/authors/e#a1803
1936,"Leland, Charles Godfrey",/browse/authors/l#a243
1937,"Bradley, A. C. (Andrew Cecil)",/browse/authors/b#a7061
1938,"Huysmans, J.-K. (Joris-Karl)",/browse/authors/h#a4324
1939,"Jacob, P. L.",/browse/authors/j#a4290
1940,"Saltykov, Mikhail Evgrafovich",/browse/authors/s#a5090
1941,"Busch, Wilhelm",/browse/authors/b#a4959
1942,"Mooney, James",/browse/authors/m#a26733
1943,"Cocteau, Jean",/browse/authors/c#a49137
1944,"Miall, Bernard",/browse/authors/m#a1214
1945,"Bransom, Paul",/browse/authors/b#a32920
1946,"Hill, Grace Livingston",/browse/authors/h#a2299
1947,"Frederick, Edmund",/browse/authors/f#a6450
1948,"White, Stewart Edward",/browse/authors/w#a247
1949,"Kerr, Robert",/browse/authors/k#a3594
1950,"Craddock, Charles Egbert",/browse/authors/c#a1759
1951,"Robinson, Gordon",/browse/authors/r#a8419
1952,"Bain, R. Nisbet (Robert Nisbet)",/browse/authors/b#a5096
1953,"Rand, Ayn",/browse/authors/r#a572
1954,"Waller, A. R. (Alfred Rayney)",/browse/authors/w#a956
1955,"Weston, Jessie L. (Jessie Laidlay)",/browse/authors/w#a1384
1956,"Korolenko, Vladimir Galaktionovich",/browse/authors/k#a5088
1957,"Wallace, Alfred Russel",/browse/authors/w#a955
1958,"Wallace, Edgar",/browse/authors/w#a999
1959,"Dixon, Franklin W.",/browse/authors/d#a55530
1960,"Caine, Hall, Sir",/browse/authors/c#a591
1961,"Hämeen-Anttila, Väinö",/browse/authors/h#a43032
1962,"Reeve, Arthur B. (Arthur Benjamin)",/browse/authors/r#a752
1963,"Merezhkovsky, Dmitry Sergeyevich",/browse/authors/m#a36721
1964,"Becke, Louis",/browse/authors/b#a1317
1965,"Davis, Rebecca Harding",/browse/authors/d#a186
1966,"Potapenko, I. N. (Ignatii Nicholaevich)",/browse/authors/p#a5089
1967,"Fisher, Harrison",/browse/authors/f#a25149
1968,"Nicholson, Meredith",/browse/authors/n#a4371
1969,"Strang, Herbert",/browse/authors/s#a5234
1970,Héloïse,/browse/authors/h#a38039
1971,"Meynell, Alice",/browse/authors/m#a546
1972,"Marsh, Richard",/browse/authors/m#a1718
1973,"Reinhardt, Louise",/browse/authors/r#a36385
1974,"Brandes, Georg",/browse/authors/b#a2674
1975,"Morley, Christopher",/browse/authors/m#a109
1976,"Pu, Songling",/browse/authors/p#a31835
1977,"Williams, Henry Smith",/browse/authors/w#a698
1978,"Tuttle, W. C. (Wilbur C.)",/browse/authors/t#a52836
1979,"De Sanctis, Francesco",/browse/authors/d#a44739
1980,"Sumner, Charles",/browse/authors/s#a1986
1981,"Giberne, Agnes",/browse/authors/g#a47772
1982,"Bunner, H. C. (Henry Cuyler)",/browse/authors/b#a6156
1983,"Marks, Winston K. (Winston Kinney)",/browse/authors/m#a26841
1984,"Bedford, F. D.",/browse/authors/b#a32158
1985,"Church, Alfred John",/browse/authors/c#a2020
1986,"Esenwein, J. Berg (Joseph Berg)",/browse/authors/e#a6618
1987,"Munroe, Kirk",/browse/authors/m#a1480
1988,"Kilmer, Joyce",/browse/authors/k#a149
1989,"Stretton, Hesba",/browse/authors/s#a2440
1990,"Page, Thomas Nelson",/browse/authors/p#a184
1991,"Grant, Madison",/browse/authors/g#a44795
1992,"Caxton, William",/browse/authors/c#a3627
1993,"Rathborne, St. George",/browse/authors/r#a1599
1994,"Hichens, Robert",/browse/authors/h#a919
1995,"Raine, William MacLeod",/browse/authors/r#a713
1996,"Pater, Walter",/browse/authors/p#a1367
1997,"Marsh, Arthur Richmond",/browse/authors/m#a39103
1998,"Roberts, B. H. (Brigham Henry)",/browse/authors/r#a37629
1999,"Curtin, Jeremiah",/browse/authors/c#a1053
2000,"Casas, Bartolomé de las",/browse/authors/c#a9232
2001,"Locke, William John",/browse/authors/l#a1324
2002,"Muir, John",/browse/authors/m#a180
2003,"Herford, Oliver",/browse/authors/h#a24852
2004,"Blackmore, R. D. (Richard Doddridge)",/browse/authors/b#a439
2005,"Garshin, V. M. (Vsevolod Mikhailovich)",/browse/authors/g#a5086
2006,"Squire, John Collings, Sir",/browse/authors/s#a35258
2007,Procopius,/browse/authors/p#a4712
2008,"Mayhew, Henry",/browse/authors/m#a48614
2009,"Semenov, S. T. (Sergei Terentʹevich)",/browse/authors/s#a5092
2010,"La Rochefoucauld, François duc de",/browse/authors/l#a5749
2011,"Potts, J. Manning (James Manning)",/browse/authors/p#a44698
2012,"Miller, Francis Trevelyan",/browse/authors/m#a309
2013,Top 1000 EBooks yesterday,#books-last1
2014,Top 1000 Authors yesterday,#authors-last1
2015,Top 1000 EBooks last 7 days,#books-last7
2016,Top 1000 Authors last 7 days,#authors-last7
2017,Top 1000 EBooks last 30 days,#books-last30
2018,Top 1000 Authors last 30 days,#authors-last30
2019,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley",/ebooks/84
2020,呻吟語 by Kun Lü,/ebooks/25558
2021,Pride and Prejudice by Jane Austen,/ebooks/1342
2022,"Moby Dick; Or, The Whale by Herman Melville",/ebooks/2701
2023,Romeo and Juliet by William Shakespeare,/ebooks/1513
2024,The Scarlet Letter by Nathaniel Hawthorne,/ebooks/25344
2025,The Legend of Sleepy Hollow by Washington Irving,/ebooks/41
2026,Alice's Adventures in Wonderland by Lewis Carroll,/ebooks/11
2027,The Complete Works of William Shakespeare by William Shakespeare,/ebooks/100
2028,Middlemarch by George Eliot,/ebooks/145
2029,A Room with a View by E. M.  Forster,/ebooks/2641
2030,"Little Women; Or, Meg, Jo, Beth, and Amy by Louisa May Alcott",/ebooks/37106
2031,The Blue Castle: a novel by L. M.  Montgomery,/ebooks/67979
2032,A Doll's House : a play by Henrik Ibsen,/ebooks/2542
2033,The Enchanted April by Elizabeth Von Arnim,/ebooks/16389
2034,The Adventures of Ferdinand Count Fathom — Complete by T.  Smollett,/ebooks/6761
2035,Cranford by Elizabeth Cleghorn Gaskell,/ebooks/394
2036,Dracula by Bram Stoker,/ebooks/345
2037,The Expedition of Humphry Clinker by T.  Smollett,/ebooks/2160
2038,"History of Tom Jones, a Foundling by Henry Fielding",/ebooks/6593
2039,The Adventures of Roderick Random by T.  Smollett,/ebooks/4085
2040,My Life — Volume 1 by Richard Wagner,/ebooks/5197
2041,The Great Gatsby by F. Scott  Fitzgerald,/ebooks/64317
2042,Twenty years after by Alexandre Dumas and Auguste Maquet,/ebooks/1259
2043,The Picture of Dorian Gray by Oscar Wilde,/ebooks/174
2044,The Importance of Being Earnest: A Trivial Comedy for Serious People by Oscar Wilde,/ebooks/844
2045,Metamorphosis by Franz Kafka,/ebooks/5200
2046,A Modest Proposal by Jonathan Swift,/ebooks/1080
2047,Adventures of Huckleberry Finn by Mark Twain,/ebooks/76
2048,The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson,/ebooks/43
2049,The Yellow Wallpaper by Charlotte Perkins Gilman,/ebooks/1952
2050,A Tale of Two Cities by Charles Dickens,/ebooks/98
2051,Great Expectations by Charles Dickens,/ebooks/1400
2052,Leviathan by Thomas Hobbes,/ebooks/3207
2053,Crime and Punishment by Fyodor Dostoyevsky,/ebooks/2554
2054,Thus Spake Zarathustra: A Book for All and None by Friedrich Wilhelm Nietzsche,/ebooks/1998
2055,The Adventures of Sherlock Holmes by Arthur Conan Doyle,/ebooks/1661
2056,Jane Eyre: An Autobiography by Charlotte Brontë,/ebooks/1260
2057,The Works of Edgar Allan Poe — Volume 2 by Edgar Allan Poe,/ebooks/2148
2058,War and Peace by graf Leo Tolstoy,/ebooks/2600
2059,The Prince by Niccolò Machiavelli,/ebooks/1232
2060,A Christmas Carol in Prose; Being a Ghost Story of Christmas by Charles Dickens,/ebooks/46
2061,The Brothers Karamazov by Fyodor Dostoyevsky,/ebooks/28054
2062,The Souls of Black Folk by W. E. B.  Du Bois,/ebooks/408
2063,Ulysses by James Joyce,/ebooks/4300
2064,Grimms' Fairy Tales by Jacob Grimm and Wilhelm Grimm,/ebooks/2591
2065,The Devil is an Ass by Ben Jonson,/ebooks/50150
2066,Æsop's Fables: A Version for Young Readers by Aesop and J. H.  Stickney,/ebooks/49010
2067,The Odyssey by Homer,/ebooks/1727
2068,"Narrative of the Life of Frederick Douglass, an American Slave by Frederick Douglass",/ebooks/23
2069,The Count of Monte Cristo by Alexandre Dumas and Auguste Maquet,/ebooks/1184
2070,The Iliad by Homer,/ebooks/6130
2071,Second Treatise of Government by John Locke,/ebooks/7370
2072,Beowulf: An Anglo-Saxon Epic Poem,/ebooks/16328
2073,Heart of Darkness by Joseph Conrad,/ebooks/219
2074,Don Quijote by Miguel de Cervantes Saavedra,/ebooks/2000
2075,The Confessions of St. Augustine by Bishop of Hippo Saint Augustine,/ebooks/3296
2076,Du côté de chez Swann by Marcel Proust,/ebooks/2650
2077,"The Adventures of Tom Sawyer, Complete by Mark Twain",/ebooks/74
2078,Wuthering Heights by Emily Brontë,/ebooks/768
2079,Beyond Good and Evil by Friedrich Wilhelm Nietzsche,/ebooks/4363
2080,Tractatus Logico-Philosophicus by Ludwig Wittgenstein,/ebooks/5740
2081,The King in Yellow by Robert W.  Chambers,/ebooks/8492
2082,Carmilla by Joseph Sheridan Le Fanu,/ebooks/10007
2083,"Walden, and On The Duty Of Civil Disobedience by Henry David Thoreau",/ebooks/205
2084,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African by Equiano",/ebooks/15399
2085,A Study in Scarlet by Arthur Conan Doyle,/ebooks/244
2086,The Tragical History of Doctor Faustus by Christopher Marlowe,/ebooks/779
2087,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley",/ebooks/41445
2088,The Hound of the Baskervilles by Arthur Conan Doyle,/ebooks/2852
2089,The Romance of Lust: A classic Victorian erotic novel by Anonymous,/ebooks/30254
2090,Dubliners by James Joyce,/ebooks/2814
2091,The divine comedy by Dante Alighieri,/ebooks/8800
2092,The Republic by Plato,/ebooks/1497
2093,Don Quixote by Miguel de Cervantes Saavedra,/ebooks/996
2094,Anne of Green Gables by L. M.  Montgomery,/ebooks/45
2095,Doctrina Christiana,/ebooks/16119
2096,White Nights and Other Stories by Fyodor Dostoyevsky,/ebooks/36034
2097,Calculus Made Easy by Silvanus P.  Thompson,/ebooks/33283
2098,On Liberty by John Stuart Mill,/ebooks/34901
2099,Little Women by Louisa May Alcott,/ebooks/514
2100,The Kama Sutra of Vatsyayana by Vatsyayana,/ebooks/27827
2101,"Frankenstein; Or, The Modern Prometheus by Mary Wollstonecraft Shelley",/ebooks/42324
2102,Le Morte d'Arthur: Volume 1 by Sir Thomas Malory,/ebooks/1251
2103,Candide by Voltaire,/ebooks/19942
2104,The Wonderful Wizard of Oz by L. Frank  Baum,/ebooks/55
2105,Sea yarns : by Joshua N.  Taylor,/ebooks/74657
2106,Phaedrus by Plato,/ebooks/1636
2107,"Hamlet, Prince of Denmark by William Shakespeare",/ebooks/27761
2108,Plays by Susan Glaspell,/ebooks/10623
2109,Josefine Mutzenbacher by Felix Salten,/ebooks/31284
2110,Novo dicionário da língua portuguesa by Cândido de Figueiredo,/ebooks/31552
2111,Les Misérables by Victor Hugo,/ebooks/135
2112,Winnie-the-Pooh by A. A.  Milne,/ebooks/67098
2113,The mirror and the bracelet : by A. L. O. E.,/ebooks/74662
2114,Les misérables Tome I: Fantine by Victor Hugo,/ebooks/17489
2115,Moby Word Lists by Grady Ward,/ebooks/3201
2116,The world's leading conquerors : by Wilson Lloyd Bevan,/ebooks/74652
2117,"An Essay Concerning Humane Understanding, Volume 1 by John Locke",/ebooks/10615
2118,Emma by Jane Austen,/ebooks/158
2119,The Ethics of Aristotle by Aristotle,/ebooks/8438
2120,Meditations by Emperor of Rome Marcus Aurelius,/ebooks/2680
2121,Oedipus King of Thebes by Sophocles,/ebooks/27673
2122,The Art of War by active 6th century B.C. Sunzi,/ebooks/132
2123,The First Book of Adam and Eve by Rutherford Hayes Platt,/ebooks/398
2124,"Frank Hardy's choice, and what came of it by Charlotte Grace O'Brien",/ebooks/74651
2125,Peter Pan by J. M.  Barrie,/ebooks/16
2126,The Problems of Philosophy by Bertrand Russell,/ebooks/5827
2127,Oliver Twist by Charles Dickens,/ebooks/730
2128,Treasure Island by Robert Louis Stevenson,/ebooks/120
2129,Myths and Legends of Ancient Greece and Rome by E. M. Berens,/ebooks/22381
2130,The War of the Worlds by H. G.  Wells,/ebooks/36
2131,Notes from the Underground by Fyodor Dostoyevsky,/ebooks/600
2132,The Prophet by Kahlil Gibran,/ebooks/58585
2133,Autobiography of Benjamin Franklin by Benjamin Franklin,/ebooks/20203
2134,"Incidents in the Life of a Slave Girl, Written by Herself by Harriet A.  Jacobs",/ebooks/11030
2135,The History of the Peloponnesian War by Thucydides,/ebooks/7142
2136,Through the Looking-Glass by Lewis Carroll,/ebooks/12
2137,"Spenser's The Faerie Queene, Book I by Edmund Spenser",/ebooks/15272
2138,The Critique of Pure Reason by Immanuel Kant,/ebooks/4280
2139,The Life and Adventures of Robinson Crusoe by Daniel Defoe,/ebooks/521
